,FKL05,FKL06,0
1593,RIAU,PESAWARAN,0
1594,RIAU,PRINGSEWU,0
1595,RIAU,MESUJI,0
1596,RIAU,TULANG BAWANG BARAT,0
1597,RIAU,PESISIR BARAT,0
1598,RIAU,KOTA BANDAR LAMPUNG,0
1599,RIAU,KOTA METRO,0
1600,RIAU,BANGKA,0
1601,RIAU,BELITUNG,0
1602,RIAU,BANGKA BARAT,0
1603,RIAU,BANGKA TENGAH,0
1604,RIAU,BANGKA SELATAN,0
1605,RIAU,BELITUNG TIMUR,0
1606,RIAU,KOTA PANGKAL PINANG,0
1607,RIAU,KARIMUN,0
1608,RIAU,BINTAN,0
1609,RIAU,NATUNA,0
1610,RIAU,LINGGA,0
1611,RIAU,KEPULAUAN ANAMBAS,0
1612,RIAU,KOTA BATAM,0
1613,RIAU,KOTA TANJUNG PINANG,0
1614,RIAU,KEPULAUAN SERIBU,0
1615,RIAU,KOTA JAKARTA SELATAN,0
1616,RIAU,KOTA JAKARTA TIMUR,0
1617,RIAU,KOTA JAKARTA PUSAT,0
1618,RIAU,KOTA JAKARTA BARAT,0
1619,RIAU,KOTA JAKARTA UTARA,0
1620,RIAU,BOGOR,0
1621,RIAU,SUKABUMI,0
1622,RIAU,CIANJUR,0
1623,RIAU,BANDUNG,0
1624,RIAU,GARUT,0
1625,RIAU,TASIKMALAYA,0
1626,RIAU,CIAMIS,0
1627,RIAU,KUNINGAN,0
1628,RIAU,CIREBON,0
1629,RIAU,MAJALENGKA,0
1630,RIAU,SUMEDANG,0
1631,RIAU,INDRAMAYU,0
1632,RIAU,SUBANG,0
1633,RIAU,PURWAKARTA,0
1634,RIAU,KARAWANG,0
1635,RIAU,BEKASI,0
1636,RIAU,BANDUNG BARAT,0
1637,RIAU,PANGANDARAN,0
1638,RIAU,KOTA BOGOR,0
1639,RIAU,KOTA SUKABUMI,0
1640,RIAU,KOTA BANDUNG,0
1641,RIAU,KOTA CIREBON,0
1642,RIAU,KOTA BEKASI,0
1643,RIAU,KOTA DEPOK,0
1644,RIAU,KOTA CIMAHI,0
1645,RIAU,KOTA TASIKMALAYA,0
1646,RIAU,KOTA BANJAR,0
1647,RIAU,CILACAP,0
1648,RIAU,BANYUMAS,0
1649,RIAU,PURBALINGGA,0
1650,RIAU,BANJARNEGARA,0
1651,RIAU,KEBUMEN,0
1652,RIAU,PURWOREJO,0
1653,RIAU,WONOSOBO,0
1654,RIAU,MAGELANG,0
1655,RIAU,BOYOLALI,0
1656,RIAU,KLATEN,0
1657,RIAU,SUKOHARJO,0
1658,RIAU,WONOGIRI,0
1659,RIAU,KARANGANYAR,0
1660,RIAU,SRAGEN,0
1661,RIAU,GROBOGAN,0
1662,RIAU,BLORA,0
1663,RIAU,REMBANG,0
1664,RIAU,PATI,0
1665,RIAU,KUDUS,0
1666,RIAU,JEPARA,0
1667,RIAU,DEMAK,0
1668,RIAU,SEMARANG,0
1669,RIAU,TEMANGGUNG,0
1670,RIAU,KENDAL,0
1671,RIAU,BATANG,0
1672,RIAU,PEKALONGAN,0
1673,RIAU,PEMALANG,0
1674,RIAU,TEGAL,0
1675,RIAU,BREBES,0
1676,RIAU,KOTA MAGELANG,0
1677,RIAU,KOTA SURAKARTA,0
1678,RIAU,KOTA SALATIGA,0
1679,RIAU,KOTA SEMARANG,0
1680,RIAU,KOTA PEKALONGAN,0
1681,RIAU,KOTA TEGAL,0
1682,RIAU,KULON PROGO,0
1683,RIAU,BANTUL,0
1684,RIAU,GUNUNG KIDUL,0
1685,RIAU,SLEMAN,0
1686,RIAU,KOTA YOGYAKARTA,0
1687,RIAU,PACITAN,0
1688,RIAU,PONOROGO,0
1689,RIAU,TRENGGALEK,0
1690,RIAU,TULUNGAGUNG,0
1691,RIAU,BLITAR,0
1692,RIAU,KEDIRI,0
1693,RIAU,MALANG,0
1694,RIAU,LUMAJANG,0
1695,RIAU,JEMBER,0
1696,RIAU,BANYUWANGI,0
1697,RIAU,BONDOWOSO,0
1698,RIAU,SITUBONDO,0
1699,RIAU,PROBOLINGGO,0
1700,RIAU,PASURUAN,0
1701,RIAU,SIDOARJO,0
1702,RIAU,MOJOKERTO,0
1703,RIAU,JOMBANG,0
1704,RIAU,NGANJUK,0
1705,RIAU,MADIUN,0
1706,RIAU,MAGETAN,0
1707,RIAU,NGAWI,0
1708,RIAU,BOJONEGORO,0
1709,RIAU,TUBAN,0
1710,RIAU,LAMONGAN,0
1711,RIAU,GRESIK,0
1712,RIAU,BANGKALAN,0
1713,RIAU,SAMPANG,0
1714,RIAU,PAMEKASAN,0
1715,RIAU,SUMENEP,0
1716,RIAU,KOTA KEDIRI,0
1717,RIAU,KOTA BLITAR,0
1718,RIAU,KOTA MALANG,0
1719,RIAU,KOTA PROBOLINGGO,0
1720,RIAU,KOTA PASURUAN,0
1721,RIAU,KOTA MOJOKERTO,0
1722,RIAU,KOTA MADIUN,0
1723,RIAU,KOTA SURABAYA,0
1724,RIAU,KOTA BATU,0
1725,RIAU,PANDEGLANG,0
1726,RIAU,LEBAK,0
1727,RIAU,TANGERANG,0
1728,RIAU,SERANG,0
1729,RIAU,KOTA TANGERANG,0
1730,RIAU,KOTA CILEGON,0
1731,RIAU,KOTA SERANG,0
1732,RIAU,KOTA TANGERANG SELATAN,0
1733,RIAU,JEMBRANA,0
1734,RIAU,TABANAN,0
1735,RIAU,BADUNG,0
1736,RIAU,GIANYAR,0
1737,RIAU,KLUNGKUNG,0
1738,RIAU,BANGLI,0
1739,RIAU,KARANG ASEM,0
1740,RIAU,BULELENG,0
1741,RIAU,KOTA DENPASAR,0
1742,RIAU,LOMBOK BARAT,0
1743,RIAU,LOMBOK TENGAH,0
1744,RIAU,LOMBOK TIMUR,0
1745,RIAU,SUMBAWA,0
1746,RIAU,DOMPU,0
1747,RIAU,BIMA,0
1748,RIAU,SUMBAWA BARAT,0
1749,RIAU,LOMBOK UTARA,0
1750,RIAU,KOTA MATARAM,0
1751,RIAU,KOTA BIMA,0
1752,RIAU,SUMBA BARAT,0
1753,RIAU,SUMBA TIMUR,0
1754,RIAU,KUPANG,0
1755,RIAU,TIMOR TENGAH SELATAN,0
1756,RIAU,TIMOR TENGAH UTARA,0
1757,RIAU,BELU,0
1758,RIAU,ALOR,0
1759,RIAU,LEMBATA,0
1760,RIAU,FLORES TIMUR,0
1761,RIAU,SIKKA,0
1762,RIAU,ENDE,0
1763,RIAU,NGADA,0
1764,RIAU,MANGGARAI,0
1765,RIAU,ROTE NDAO,0
1766,RIAU,MANGGARAI BARAT,0
1767,RIAU,SUMBA TENGAH,0
1768,RIAU,SUMBA BARAT DAYA,0
1769,RIAU,NAGEKEO,0
1770,RIAU,SABU RAIJUA,0
1771,RIAU,MALAKA,0
1772,RIAU,KOTA KUPANG,0
1773,RIAU,SAMBAS,0
1774,RIAU,BENGKAYANG,0
1775,RIAU,LANDAK,0
1776,RIAU,MEMPAWAH,0
1777,RIAU,SANGGAU,0
1778,RIAU,KETAPANG,0
1779,RIAU,SINTANG,0
1780,RIAU,KAPUAS HULU,0
1781,RIAU,SEKADAU,0
1782,RIAU,MELAWI,0
1783,RIAU,KAYONG UTARA,0
1784,RIAU,KUBU RAYA,0
1785,RIAU,KOTA PONTIANAK,0
1786,RIAU,KOTA SINGKAWANG,0
1787,RIAU,KOTAWARINGIN BARAT,0
1788,RIAU,KOTAWARINGIN TIMUR,0
1789,RIAU,KAPUAS,0
1790,RIAU,BARITO SELATAN,0
1791,RIAU,BARITO UTARA,0
1792,RIAU,SUKAMARA,0
1793,RIAU,LAMANDAU,0
1794,RIAU,SERUYAN,0
1795,RIAU,KATINGAN,0
1796,RIAU,PULANG PISAU,0
1797,RIAU,GUNUNG MAS,0
1798,RIAU,BARITO TIMUR,0
1799,RIAU,MURUNG RAYA,0
1800,RIAU,KOTA PALANGKA RAYA,0
1801,RIAU,TANAH LAUT,0
1802,RIAU,KOTA BARU,0
1803,RIAU,BANJAR,0
1804,RIAU,BARITO KUALA,0
1805,RIAU,TAPIN,0
1806,RIAU,HULU SUNGAI SELATAN,0
1807,RIAU,HULU SUNGAI TENGAH,0
1808,RIAU,HULU SUNGAI UTARA,0
1809,RIAU,TABALONG,0
1810,RIAU,TANAH BUMBU,0
1811,RIAU,BALANGAN,0
1812,RIAU,KOTA BANJARMASIN,0
1813,RIAU,KOTA BANJAR BARU,0
1814,RIAU,PASER,0
1815,RIAU,KUTAI BARAT,0
1816,RIAU,KUTAI KARTANEGARA,0
1817,RIAU,KUTAI TIMUR,0
1818,RIAU,BERAU,0
1819,RIAU,PENAJAM PASER UTARA,0
1820,RIAU,KOTA BALIKPAPAN,0
1821,RIAU,KOTA SAMARINDA,0
1822,RIAU,KOTA BONTANG,0
1823,RIAU,MALINAU,0
1824,RIAU,BULUNGAN,0
1825,RIAU,NUNUKAN,0
1826,RIAU,KOTA TARAKAN,0
1827,RIAU,BOLAANG MONGONDOW,0
1828,RIAU,MINAHASA,0
1829,RIAU,KEPULAUAN SANGIHE,0
1830,RIAU,KEPULAUAN TALAUD,0
1831,RIAU,MINAHASA SELATAN,0
1832,RIAU,MINAHASA UTARA,0
1833,RIAU,BOLAANG MONGONDOW UTARA,0
1834,RIAU,SIAU TAGULANDANG BIAR,0
1835,RIAU,MINAHASA TENGGARA,0
1836,RIAU,BOLAANG MONGONDOW SELATAN,0
1837,RIAU,KOTA MANADO,0
1838,RIAU,KOTA BITUNG,0
1839,RIAU,KOTA TOMOHON,0
1840,RIAU,KOTA KOTAMOBAGU,0
1841,RIAU,BANGGAI KEPULAUAN,0
1842,RIAU,BANGGAI,0
1843,RIAU,MOROWALI,0
1844,RIAU,POSO,0
1845,RIAU,DONGGALA,0
1846,RIAU,TOLI-TOLI,0
1847,RIAU,BUOL,0
1848,RIAU,PARIGI MOUTONG,0
1849,RIAU,TOJO UNA-UNA,0
1850,RIAU,SIGI,0
1851,RIAU,BANGGAI LAUT,0
1852,RIAU,MOROWALI UTARA,0
1853,RIAU,KOTA PALU,0
1854,RIAU,KEPULAUAN SELAYAR,0
1855,RIAU,BULUKUMBA,0
1856,RIAU,BANTAENG,0
1857,RIAU,JENEPONTO,0
1858,RIAU,TAKALAR,0
1859,RIAU,GOWA,0
1860,RIAU,SINJAI,0
1861,RIAU,MAROS,0
1862,RIAU,PANGKAJENE KEPULAUAN,0
1863,RIAU,BARRU,0
1864,RIAU,BONE,0
1865,RIAU,SOPPENG,0
1866,RIAU,WAJO,0
1867,RIAU,SIDENRENG RAPPANG,0
1868,RIAU,PINRANG,0
1869,RIAU,ENREKANG,0
1870,RIAU,LUWU,0
1871,RIAU,TANA TORAJA,0
1872,RIAU,LUWU UTARA,0
1873,RIAU,LUWU TIMUR,0
1874,RIAU,TORAJA UTARA,0
1875,RIAU,KOTA MAKASSAR,0
1876,RIAU,KOTA PAREPARE,0
1877,RIAU,KOTA PALOPO,0
1878,RIAU,BUTON,0
1879,RIAU,MUNA,0
1880,RIAU,KONAWE,0
1881,RIAU,Kolaka,0
1882,RIAU,KONAWE SELATAN,0
1883,RIAU,BOMBANA,0
1884,RIAU,WAKATOBI,0
1885,RIAU,KOLAKA UTARA,0
1886,RIAU,BUTON UTARA,0
1887,RIAU,KONAWE UTARA,0
1888,RIAU,KOLAKA TIMUR,0
1889,RIAU,MUNA BARAT,0
1890,RIAU,BUTON TENGAH,0
1891,RIAU,BUTON SELATAN,0
1892,RIAU,KOTA KENDARI,0
1893,RIAU,KOTA BAUBAU,0
1894,RIAU,BOALEMO,0
1895,RIAU,GORONTALO,0
1896,RIAU,POHUWATO,0
1897,RIAU,BONE BOLANGO,0
1898,RIAU,GORONTALO UTARA,0
1899,RIAU,KOTA GORONTALO,0
1900,RIAU,MAJENE,0
1901,RIAU,POLEWALI MANDAR,0
1902,RIAU,MAMASA,0
1903,RIAU,MAMUJU,0
1904,RIAU,MAMUJU UTARA,0
1905,RIAU,MAMUJU TENGAH,0
1906,RIAU,MALUKU TENGGARA BARAT,0
1907,RIAU,MALUKU TENGGARA,0
1908,RIAU,MALUKU TENGAH,0
1909,RIAU,BURU,0
1910,RIAU,KEPULAUAN ARU,0
1911,RIAU,SERAM BAGIAN BARAT,0
1912,RIAU,SERAM BAGIAN TIMUR,0
1913,RIAU,MALUKU BARAT DAYA,0
1914,RIAU,BURU SELATAN,0
1915,RIAU,KOTA AMBON,0
1916,RIAU,KOTA TUAL,0
1917,RIAU,HALMAHERA BARAT,0
1918,RIAU,HALMAHERA TENGAH,0
1919,RIAU,KEPULAUAN SULA,0
1920,RIAU,HALMAHERA SELATAN,0
1921,RIAU,HALMAHERA UTARA,0
1922,RIAU,HALMAHERA TIMUR,0
1923,RIAU,PULAU MOROTAI,0
1924,RIAU,KOTA TERNATE,0
1925,RIAU,KOTA TIDORE KEPULAUAN,0
1926,RIAU,FAKFAK,0
1927,RIAU,KAIMANA,0
1928,RIAU,TELUK WONDAMA,0
1929,RIAU,TELUK BINTUNI,0
1930,RIAU,MANOKWARI,0
1931,RIAU,SORONG SELATAN,0
1932,RIAU,SORONG,0
1933,RIAU,RAJA AMPAT,0
1934,RIAU,KOTA SORONG,0
1935,RIAU,MERAUKE,0
1936,RIAU,JAYAWIJAYA,0
1937,RIAU,JAYAPURA,0
1938,RIAU,NABIRE,0
1939,RIAU,KEPULAUAN YAPEN,0
1940,RIAU,BIAK NUMFOR,0
1941,RIAU,PANIAI,0
1942,RIAU,PUNCAK JAYA,0
1943,RIAU,MIMIKA,0
1944,RIAU,BOVEN DIGOEL,0
1945,RIAU,MAPPI,0
1946,RIAU,ASMAT,0
1947,RIAU,YAHUKIMO,0
1948,RIAU,KEEROM,0
1949,RIAU,SUPIORI,0
1950,RIAU,LANNY JAYA,0
1951,RIAU,KOTA JAYAPURA,0
1952,JAMBI,SIMEULUE,0
1953,JAMBI,ACEH SINGKIL,0
1954,JAMBI,ACEH SELATAN,0
1955,JAMBI,ACEH TENGGARA,0
1956,JAMBI,ACEH TIMUR,0
1957,JAMBI,ACEH TENGAH,0
1958,JAMBI,ACEH BARAT,0
1959,JAMBI,ACEH BESAR,0
1960,JAMBI,PIDIE,0
1961,JAMBI,BIREUEN,0
1962,JAMBI,ACEH UTARA,0
1963,JAMBI,ACEH BARAT DAYA,0
1964,JAMBI,GAYO LUES,0
1965,JAMBI,ACEH TAMIANG,0
1966,JAMBI,NAGAN RAYA,0
1967,JAMBI,ACEH JAYA,0
1968,JAMBI,BENER MERIAH,0
1969,JAMBI,PIDIE JAYA,0
1970,JAMBI,KOTA BANDA ACEH,0
1971,JAMBI,KOTA SABANG,0
1972,JAMBI,KOTA LANGSA,0
1973,JAMBI,KOTA LHOKSEUMAWE,0
1974,JAMBI,KOTA SUBULUSSALAM,0
1975,JAMBI,NIAS,0
1976,JAMBI,MANDAILING NATAL,0
1977,JAMBI,TAPANULI SELATAN,0
1978,JAMBI,TAPANULI TENGAH,0
1979,JAMBI,TAPANULI UTARA,0
1980,JAMBI,TOBA SAMOSIR,0
1981,JAMBI,LABUHAN BATU,0
1982,JAMBI,ASAHAN,0
1983,JAMBI,SIMALUNGUN,0
1984,JAMBI,DAIRI,0
1985,JAMBI,KARO,0
1986,JAMBI,DELI SERDANG,0
1987,JAMBI,LANGKAT,0
1988,JAMBI,HUMBANG HASUNDUTAN,0
1989,JAMBI,PAKPAK BHARAT,0
1990,JAMBI,SAMOSIR,0
1991,JAMBI,SERDANG BEDAGAI,0
1992,JAMBI,BATU BARA,0
1993,JAMBI,PADANG LAWAS UTARA,0
1994,JAMBI,PADANG LAWAS,0
1995,JAMBI,LABUHAN BATU SELATAN,0
1996,JAMBI,LABUHAN BATU UTARA,0
1997,JAMBI,KOTA SIBOLGA,0
1998,JAMBI,KOTA TANJUNG BALAI,0
1999,JAMBI,KOTA PEMATANG SIANTAR,0
2000,JAMBI,KOTA TEBING TINGGI,0
2001,JAMBI,KOTA MEDAN,0
2002,JAMBI,KOTA BINJAI,0
2003,JAMBI,KOTA PADANGSIDIMPUAN,0
2004,JAMBI,KOTA GUNUNGSITOLI,0
2005,JAMBI,KEPULAUAN MENTAWAI,0
2006,JAMBI,PESISIR SELATAN,0
2007,JAMBI,SOLOK,0
2008,JAMBI,SIJUNJUNG,0
2009,JAMBI,TANAH DATAR,0
2010,JAMBI,PADANG PARIAMAN,0
2011,JAMBI,AGAM,0
2012,JAMBI,LIMA PULUH KOTA,0
2013,JAMBI,PASAMAN,0
2014,JAMBI,SOLOK SELATAN,0
2015,JAMBI,DHARMASRAYA,0
2016,JAMBI,PASAMAN BARAT,0
2017,JAMBI,KOTA PADANG,0
2018,JAMBI,KOTA SOLOK,0
2019,JAMBI,KOTA SAWAH LUNTO,0
2020,JAMBI,KOTA PADANG PANJANG,0
2021,JAMBI,KOTA BUKITTINGGI,0
2022,JAMBI,KOTA PAYAKUMBUH,0
2023,JAMBI,KOTA PARIAMAN,0
2024,JAMBI,KUANTAN SINGINGI,0
2025,JAMBI,INDRAGIRI HULU,0
2026,JAMBI,INDRAGIRI HILIR,0
2027,JAMBI,PELALAWAN,0
2028,JAMBI,SIAK,0
2029,JAMBI,KAMPAR,0
2030,JAMBI,ROKAN HULU,0
2031,JAMBI,BENGKALIS,0
2032,JAMBI,ROKAN HILIR,0
2033,JAMBI,KEPULAUAN MERANTI,0
2034,JAMBI,KOTA PEKANBARU,0
2035,JAMBI,KOTA DUMAI,0
2036,JAMBI,MERANGIN,591
2037,JAMBI,SAROLANGUN,552
2038,JAMBI,BATANG HARI,387
2039,JAMBI,MUARO JAMBI,66
2040,JAMBI,TANJUNG JABUNG TIMUR,80
2041,JAMBI,TANJUNG JABUNG BARAT,264
2042,JAMBI,TEBO,272
2043,JAMBI,BUNGO,1208
2044,JAMBI,KOTA JAMBI,2571
2045,JAMBI,KOTA SUNGAI PENUH,386
2046,JAMBI,OGAN KOMERING ULU,0
2047,JAMBI,OGAN KOMERING ILIR,0
2048,JAMBI,MUARA ENIM,0
2049,JAMBI,LAHAT,0
2050,JAMBI,MUSI RAWAS,0
2051,JAMBI,MUSI BANYUASIN,0
2052,JAMBI,BANYUASIN,0
2053,JAMBI,OGAN KOMERING ULU SELATAN,0
2054,JAMBI,OGAN KOMERING ULU TIMUR,0
2055,JAMBI,OGAN ILIR,0
2056,JAMBI,EMPAT LAWANG,0
2057,JAMBI,PENUKAL ABAB LEMATANG ILIR,0
2058,JAMBI,MUSI RAWAS UTARA,0
2059,JAMBI,KOTA PALEMBANG,0
2060,JAMBI,KOTA PRABUMULIH,0
2061,JAMBI,KOTA PAGAR ALAM,0
2062,JAMBI,KOTA LUBUKLINGGAU,0
2063,JAMBI,BENGKULU SELATAN,0
2064,JAMBI,REJANG LEBONG,0
2065,JAMBI,BENGKULU UTARA,0
2066,JAMBI,KAUR,0
2067,JAMBI,SELUMA,0
2068,JAMBI,MUKOMUKO,0
2069,JAMBI,LEBONG,0
2070,JAMBI,KEPAHIANG,0
2071,JAMBI,BENGKULU TENGAH,0
2072,JAMBI,KOTA BENGKULU,0
2073,JAMBI,LAMPUNG BARAT,0
2074,JAMBI,TANGGAMUS,0
2075,JAMBI,LAMPUNG SELATAN,0
2076,JAMBI,LAMPUNG TIMUR,0
2077,JAMBI,LAMPUNG TENGAH,0
2078,JAMBI,LAMPUNG UTARA,0
2079,JAMBI,WAY KANAN,0
2080,JAMBI,TULANGBAWANG,0
2081,JAMBI,PESAWARAN,0
2082,JAMBI,PRINGSEWU,0
2083,JAMBI,MESUJI,0
2084,JAMBI,TULANG BAWANG BARAT,0
2085,JAMBI,PESISIR BARAT,0
2086,JAMBI,KOTA BANDAR LAMPUNG,0
2087,JAMBI,KOTA METRO,0
2088,JAMBI,BANGKA,0
2089,JAMBI,BELITUNG,0
2090,JAMBI,BANGKA BARAT,0
2091,JAMBI,BANGKA TENGAH,0
2092,JAMBI,BANGKA SELATAN,0
2093,JAMBI,BELITUNG TIMUR,0
2094,JAMBI,KOTA PANGKAL PINANG,0
2095,JAMBI,KARIMUN,0
2096,JAMBI,BINTAN,0
2097,JAMBI,NATUNA,0
2098,JAMBI,LINGGA,0
2099,JAMBI,KEPULAUAN ANAMBAS,0
2100,JAMBI,KOTA BATAM,0
2101,JAMBI,KOTA TANJUNG PINANG,0
2102,JAMBI,KEPULAUAN SERIBU,0
2103,JAMBI,KOTA JAKARTA SELATAN,0
2104,JAMBI,KOTA JAKARTA TIMUR,0
2105,JAMBI,KOTA JAKARTA PUSAT,0
2106,JAMBI,KOTA JAKARTA BARAT,0
2107,JAMBI,KOTA JAKARTA UTARA,0
2108,JAMBI,BOGOR,0
2109,JAMBI,SUKABUMI,0
2110,JAMBI,CIANJUR,0
2111,JAMBI,BANDUNG,0
2112,JAMBI,GARUT,0
2113,JAMBI,TASIKMALAYA,0
2114,JAMBI,CIAMIS,0
2115,JAMBI,KUNINGAN,0
2116,JAMBI,CIREBON,0
2117,JAMBI,MAJALENGKA,0
2118,JAMBI,SUMEDANG,0
2119,JAMBI,INDRAMAYU,0
2120,JAMBI,SUBANG,0
2121,JAMBI,PURWAKARTA,0
2122,JAMBI,KARAWANG,0
2123,JAMBI,BEKASI,0
2124,JAMBI,BANDUNG BARAT,0
2125,JAMBI,PANGANDARAN,0
2126,JAMBI,KOTA BOGOR,0
2127,JAMBI,KOTA SUKABUMI,0
2128,JAMBI,KOTA BANDUNG,0
2129,JAMBI,KOTA CIREBON,0
2130,JAMBI,KOTA BEKASI,0
2131,JAMBI,KOTA DEPOK,0
2132,JAMBI,KOTA CIMAHI,0
2133,JAMBI,KOTA TASIKMALAYA,0
2134,JAMBI,KOTA BANJAR,0
2135,JAMBI,CILACAP,0
2136,JAMBI,BANYUMAS,0
2137,JAMBI,PURBALINGGA,0
2138,JAMBI,BANJARNEGARA,0
2139,JAMBI,KEBUMEN,0
2140,JAMBI,PURWOREJO,0
2141,JAMBI,WONOSOBO,0
2142,JAMBI,MAGELANG,0
2143,JAMBI,BOYOLALI,0
2144,JAMBI,KLATEN,0
2145,JAMBI,SUKOHARJO,0
2146,JAMBI,WONOGIRI,0
2147,JAMBI,KARANGANYAR,0
2148,JAMBI,SRAGEN,0
2149,JAMBI,GROBOGAN,0
2150,JAMBI,BLORA,0
2151,JAMBI,REMBANG,0
2152,JAMBI,PATI,0
2153,JAMBI,KUDUS,0
2154,JAMBI,JEPARA,0
2155,JAMBI,DEMAK,0
2156,JAMBI,SEMARANG,0
2157,JAMBI,TEMANGGUNG,0
2158,JAMBI,KENDAL,0
2159,JAMBI,BATANG,0
2160,JAMBI,PEKALONGAN,0
2161,JAMBI,PEMALANG,0
2162,JAMBI,TEGAL,0
2163,JAMBI,BREBES,0
2164,JAMBI,KOTA MAGELANG,0
2165,JAMBI,KOTA SURAKARTA,0
2166,JAMBI,KOTA SALATIGA,0
2167,JAMBI,KOTA SEMARANG,0
2168,JAMBI,KOTA PEKALONGAN,0
2169,JAMBI,KOTA TEGAL,0
2170,JAMBI,KULON PROGO,0
2171,JAMBI,BANTUL,0
2172,JAMBI,GUNUNG KIDUL,0
2173,JAMBI,SLEMAN,0
2174,JAMBI,KOTA YOGYAKARTA,0
2175,JAMBI,PACITAN,0
2176,JAMBI,PONOROGO,0
2177,JAMBI,TRENGGALEK,0
2178,JAMBI,TULUNGAGUNG,0
2179,JAMBI,BLITAR,0
2180,JAMBI,KEDIRI,0
2181,JAMBI,MALANG,0
2182,JAMBI,LUMAJANG,0
2183,JAMBI,JEMBER,0
2184,JAMBI,BANYUWANGI,0
2185,JAMBI,BONDOWOSO,0
2186,JAMBI,SITUBONDO,0
2187,JAMBI,PROBOLINGGO,0
2188,JAMBI,PASURUAN,0
2189,JAMBI,SIDOARJO,0
2190,JAMBI,MOJOKERTO,0
2191,JAMBI,JOMBANG,0
2192,JAMBI,NGANJUK,0
2193,JAMBI,MADIUN,0
2194,JAMBI,MAGETAN,0
2195,JAMBI,NGAWI,0
2196,JAMBI,BOJONEGORO,0
2197,JAMBI,TUBAN,0
2198,JAMBI,LAMONGAN,0
2199,JAMBI,GRESIK,0
2200,JAMBI,BANGKALAN,0
2201,JAMBI,SAMPANG,0
2202,JAMBI,PAMEKASAN,0
2203,JAMBI,SUMENEP,0
2204,JAMBI,KOTA KEDIRI,0
2205,JAMBI,KOTA BLITAR,0
2206,JAMBI,KOTA MALANG,0
2207,JAMBI,KOTA PROBOLINGGO,0
2208,JAMBI,KOTA PASURUAN,0
2209,JAMBI,KOTA MOJOKERTO,0
2210,JAMBI,KOTA MADIUN,0
2211,JAMBI,KOTA SURABAYA,0
2212,JAMBI,KOTA BATU,0
2213,JAMBI,PANDEGLANG,0
2214,JAMBI,LEBAK,0
2215,JAMBI,TANGERANG,0
2216,JAMBI,SERANG,0
2217,JAMBI,KOTA TANGERANG,0
2218,JAMBI,KOTA CILEGON,0
2219,JAMBI,KOTA SERANG,0
2220,JAMBI,KOTA TANGERANG SELATAN,0
2221,JAMBI,JEMBRANA,0
2222,JAMBI,TABANAN,0
2223,JAMBI,BADUNG,0
2224,JAMBI,GIANYAR,0
2225,JAMBI,KLUNGKUNG,0
2226,JAMBI,BANGLI,0
2227,JAMBI,KARANG ASEM,0
2228,JAMBI,BULELENG,0
2229,JAMBI,KOTA DENPASAR,0
2230,JAMBI,LOMBOK BARAT,0
2231,JAMBI,LOMBOK TENGAH,0
2232,JAMBI,LOMBOK TIMUR,0
2233,JAMBI,SUMBAWA,0
2234,JAMBI,DOMPU,0
2235,JAMBI,BIMA,0
2236,JAMBI,SUMBAWA BARAT,0
2237,JAMBI,LOMBOK UTARA,0
2238,JAMBI,KOTA MATARAM,0
2239,JAMBI,KOTA BIMA,0
2240,JAMBI,SUMBA BARAT,0
2241,JAMBI,SUMBA TIMUR,0
2242,JAMBI,KUPANG,0
2243,JAMBI,TIMOR TENGAH SELATAN,0
2244,JAMBI,TIMOR TENGAH UTARA,0
2245,JAMBI,BELU,0
2246,JAMBI,ALOR,0
2247,JAMBI,LEMBATA,0
2248,JAMBI,FLORES TIMUR,0
2249,JAMBI,SIKKA,0
2250,JAMBI,ENDE,0
2251,JAMBI,NGADA,0
2252,JAMBI,MANGGARAI,0
2253,JAMBI,ROTE NDAO,0
2254,JAMBI,MANGGARAI BARAT,0
2255,JAMBI,SUMBA TENGAH,0
2256,JAMBI,SUMBA BARAT DAYA,0
2257,JAMBI,NAGEKEO,0
2258,JAMBI,SABU RAIJUA,0
2259,JAMBI,MALAKA,0
2260,JAMBI,KOTA KUPANG,0
2261,JAMBI,SAMBAS,0
2262,JAMBI,BENGKAYANG,0
2263,JAMBI,LANDAK,0
2264,JAMBI,MEMPAWAH,0
2265,JAMBI,SANGGAU,0
2266,JAMBI,KETAPANG,0
2267,JAMBI,SINTANG,0
2268,JAMBI,KAPUAS HULU,0
2269,JAMBI,SEKADAU,0
2270,JAMBI,MELAWI,0
2271,JAMBI,KAYONG UTARA,0
2272,JAMBI,KUBU RAYA,0
2273,JAMBI,KOTA PONTIANAK,0
2274,JAMBI,KOTA SINGKAWANG,0
2275,JAMBI,KOTAWARINGIN BARAT,0
2276,JAMBI,KOTAWARINGIN TIMUR,0
2277,JAMBI,KAPUAS,0
2278,JAMBI,BARITO SELATAN,0
2279,JAMBI,BARITO UTARA,0
2280,JAMBI,SUKAMARA,0
2281,JAMBI,LAMANDAU,0
2282,JAMBI,SERUYAN,0
2283,JAMBI,KATINGAN,0
2284,JAMBI,PULANG PISAU,0
2285,JAMBI,GUNUNG MAS,0
2286,JAMBI,BARITO TIMUR,0
2287,JAMBI,MURUNG RAYA,0
2288,JAMBI,KOTA PALANGKA RAYA,0
2289,JAMBI,TANAH LAUT,0
2290,JAMBI,KOTA BARU,0
2291,JAMBI,BANJAR,0
2292,JAMBI,BARITO KUALA,0
2293,JAMBI,TAPIN,0
