,FKL05,FKL06,0
7752,BANTEN,POHUWATO,0
7753,BANTEN,BONE BOLANGO,0
7754,BANTEN,GORONTALO UTARA,0
7755,BANTEN,KOTA GORONTALO,0
7756,BANTEN,MAJENE,0
7757,BANTEN,POLEWALI MANDAR,0
7758,BANTEN,MAMASA,0
7759,BANTEN,MAMUJU,0
7760,BANTEN,MAMUJU UTARA,0
7761,BANTEN,MAMUJU TENGAH,0
7762,BANTEN,MALUKU TENGGARA BARAT,0
7763,BANTEN,MALUKU TENGGARA,0
7764,BANTEN,MALUKU TENGAH,0
7765,BANTEN,BURU,0
7766,BANTEN,KEPULAUAN ARU,0
7767,BANTEN,SERAM BAGIAN BARAT,0
7768,BANTEN,SERAM BAGIAN TIMUR,0
7769,BANTEN,MALUKU BARAT DAYA,0
7770,BANTEN,BURU SELATAN,0
7771,BANTEN,KOTA AMBON,0
7772,BANTEN,KOTA TUAL,0
7773,BANTEN,HALMAHERA BARAT,0
7774,BANTEN,HALMAHERA TENGAH,0
7775,BANTEN,KEPULAUAN SULA,0
7776,BANTEN,HALMAHERA SELATAN,0
7777,BANTEN,HALMAHERA UTARA,0
7778,BANTEN,HALMAHERA TIMUR,0
7779,BANTEN,PULAU MOROTAI,0
7780,BANTEN,KOTA TERNATE,0
7781,BANTEN,KOTA TIDORE KEPULAUAN,0
7782,BANTEN,FAKFAK,0
7783,BANTEN,KAIMANA,0
7784,BANTEN,TELUK WONDAMA,0
7785,BANTEN,TELUK BINTUNI,0
7786,BANTEN,MANOKWARI,0
7787,BANTEN,SORONG SELATAN,0
7788,BANTEN,SORONG,0
7789,BANTEN,RAJA AMPAT,0
7790,BANTEN,KOTA SORONG,0
7791,BANTEN,MERAUKE,0
7792,BANTEN,JAYAWIJAYA,0
7793,BANTEN,JAYAPURA,0
7794,BANTEN,NABIRE,0
7795,BANTEN,KEPULAUAN YAPEN,0
7796,BANTEN,BIAK NUMFOR,0
7797,BANTEN,PANIAI,0
7798,BANTEN,PUNCAK JAYA,0
7799,BANTEN,MIMIKA,0
7800,BANTEN,BOVEN DIGOEL,0
7801,BANTEN,MAPPI,0
7802,BANTEN,ASMAT,0
7803,BANTEN,YAHUKIMO,0
7804,BANTEN,KEEROM,0
7805,BANTEN,SUPIORI,0
7806,BANTEN,LANNY JAYA,0
7807,BANTEN,KOTA JAYAPURA,0
7808,BALI,SIMEULUE,0
7809,BALI,ACEH SINGKIL,0
7810,BALI,ACEH SELATAN,0
7811,BALI,ACEH TENGGARA,0
7812,BALI,ACEH TIMUR,0
7813,BALI,ACEH TENGAH,0
7814,BALI,ACEH BARAT,0
7815,BALI,ACEH BESAR,0
7816,BALI,PIDIE,0
7817,BALI,BIREUEN,0
7818,BALI,ACEH UTARA,0
7819,BALI,ACEH BARAT DAYA,0
7820,BALI,GAYO LUES,0
7821,BALI,ACEH TAMIANG,0
7822,BALI,NAGAN RAYA,0
7823,BALI,ACEH JAYA,0
7824,BALI,BENER MERIAH,0
7825,BALI,PIDIE JAYA,0
7826,BALI,KOTA BANDA ACEH,0
7827,BALI,KOTA SABANG,0
7828,BALI,KOTA LANGSA,0
7829,BALI,KOTA LHOKSEUMAWE,0
7830,BALI,KOTA SUBULUSSALAM,0
7831,BALI,NIAS,0
7832,BALI,MANDAILING NATAL,0
7833,BALI,TAPANULI SELATAN,0
7834,BALI,TAPANULI TENGAH,0
7835,BALI,TAPANULI UTARA,0
7836,BALI,TOBA SAMOSIR,0
7837,BALI,LABUHAN BATU,0
7838,BALI,ASAHAN,0
7839,BALI,SIMALUNGUN,0
7840,BALI,DAIRI,0
7841,BALI,KARO,0
7842,BALI,DELI SERDANG,0
7843,BALI,LANGKAT,0
7844,BALI,HUMBANG HASUNDUTAN,0
7845,BALI,PAKPAK BHARAT,0
7846,BALI,SAMOSIR,0
7847,BALI,SERDANG BEDAGAI,0
7848,BALI,BATU BARA,0
7849,BALI,PADANG LAWAS UTARA,0
7850,BALI,PADANG LAWAS,0
7851,BALI,LABUHAN BATU SELATAN,0
7852,BALI,LABUHAN BATU UTARA,0
7853,BALI,KOTA SIBOLGA,0
7854,BALI,KOTA TANJUNG BALAI,0
7855,BALI,KOTA PEMATANG SIANTAR,0
7856,BALI,KOTA TEBING TINGGI,0
7857,BALI,KOTA MEDAN,0
7858,BALI,KOTA BINJAI,0
7859,BALI,KOTA PADANGSIDIMPUAN,0
7860,BALI,KOTA GUNUNGSITOLI,0
7861,BALI,KEPULAUAN MENTAWAI,0
7862,BALI,PESISIR SELATAN,0
7863,BALI,SOLOK,0
7864,BALI,SIJUNJUNG,0
7865,BALI,TANAH DATAR,0
7866,BALI,PADANG PARIAMAN,0
7867,BALI,AGAM,0
7868,BALI,LIMA PULUH KOTA,0
7869,BALI,PASAMAN,0
7870,BALI,SOLOK SELATAN,0
7871,BALI,DHARMASRAYA,0
7872,BALI,PASAMAN BARAT,0
7873,BALI,KOTA PADANG,0
7874,BALI,KOTA SOLOK,0
7875,BALI,KOTA SAWAH LUNTO,0
7876,BALI,KOTA PADANG PANJANG,0
7877,BALI,KOTA BUKITTINGGI,0
7878,BALI,KOTA PAYAKUMBUH,0
7879,BALI,KOTA PARIAMAN,0
7880,BALI,KUANTAN SINGINGI,0
7881,BALI,INDRAGIRI HULU,0
7882,BALI,INDRAGIRI HILIR,0
7883,BALI,PELALAWAN,0
7884,BALI,SIAK,0
7885,BALI,KAMPAR,0
7886,BALI,ROKAN HULU,0
7887,BALI,BENGKALIS,0
7888,BALI,ROKAN HILIR,0
7889,BALI,KEPULAUAN MERANTI,0
7890,BALI,KOTA PEKANBARU,0
7891,BALI,KOTA DUMAI,0
7892,BALI,MERANGIN,0
7893,BALI,SAROLANGUN,0
7894,BALI,BATANG HARI,0
7895,BALI,MUARO JAMBI,0
7896,BALI,TANJUNG JABUNG TIMUR,0
7897,BALI,TANJUNG JABUNG BARAT,0
7898,BALI,TEBO,0
7899,BALI,BUNGO,0
7900,BALI,KOTA JAMBI,0
7901,BALI,KOTA SUNGAI PENUH,0
7902,BALI,OGAN KOMERING ULU,0
7903,BALI,OGAN KOMERING ILIR,0
7904,BALI,MUARA ENIM,0
7905,BALI,LAHAT,0
7906,BALI,MUSI RAWAS,0
7907,BALI,MUSI BANYUASIN,0
7908,BALI,BANYUASIN,0
7909,BALI,OGAN KOMERING ULU SELATAN,0
7910,BALI,OGAN KOMERING ULU TIMUR,0
7911,BALI,OGAN ILIR,0
7912,BALI,EMPAT LAWANG,0
7913,BALI,PENUKAL ABAB LEMATANG ILIR,0
7914,BALI,MUSI RAWAS UTARA,0
7915,BALI,KOTA PALEMBANG,0
7916,BALI,KOTA PRABUMULIH,0
7917,BALI,KOTA PAGAR ALAM,0
7918,BALI,KOTA LUBUKLINGGAU,0
7919,BALI,BENGKULU SELATAN,0
7920,BALI,REJANG LEBONG,0
7921,BALI,BENGKULU UTARA,0
7922,BALI,KAUR,0
7923,BALI,SELUMA,0
7924,BALI,MUKOMUKO,0
7925,BALI,LEBONG,0
7926,BALI,KEPAHIANG,0
7927,BALI,BENGKULU TENGAH,0
7928,BALI,KOTA BENGKULU,0
7929,BALI,LAMPUNG BARAT,0
7930,BALI,TANGGAMUS,0
7931,BALI,LAMPUNG SELATAN,0
7932,BALI,LAMPUNG TIMUR,0
7933,BALI,LAMPUNG TENGAH,0
7934,BALI,LAMPUNG UTARA,0
7935,BALI,WAY KANAN,0
7936,BALI,TULANGBAWANG,0
7937,BALI,PESAWARAN,0
7938,BALI,PRINGSEWU,0
7939,BALI,MESUJI,0
7940,BALI,TULANG BAWANG BARAT,0
7941,BALI,PESISIR BARAT,0
7942,BALI,KOTA BANDAR LAMPUNG,0
7943,BALI,KOTA METRO,0
7944,BALI,BANGKA,0
7945,BALI,BELITUNG,0
7946,BALI,BANGKA BARAT,0
7947,BALI,BANGKA TENGAH,0
7948,BALI,BANGKA SELATAN,0
7949,BALI,BELITUNG TIMUR,0
7950,BALI,KOTA PANGKAL PINANG,0
7951,BALI,KARIMUN,0
7952,BALI,BINTAN,0
7953,BALI,NATUNA,0
7954,BALI,LINGGA,0
7955,BALI,KEPULAUAN ANAMBAS,0
7956,BALI,KOTA BATAM,0
7957,BALI,KOTA TANJUNG PINANG,0
7958,BALI,KEPULAUAN SERIBU,0
7959,BALI,KOTA JAKARTA SELATAN,0
7960,BALI,KOTA JAKARTA TIMUR,0
7961,BALI,KOTA JAKARTA PUSAT,0
7962,BALI,KOTA JAKARTA BARAT,0
7963,BALI,KOTA JAKARTA UTARA,0
7964,BALI,BOGOR,0
7965,BALI,SUKABUMI,0
7966,BALI,CIANJUR,0
7967,BALI,BANDUNG,0
7968,BALI,GARUT,0
7969,BALI,TASIKMALAYA,0
7970,BALI,CIAMIS,0
7971,BALI,KUNINGAN,0
7972,BALI,CIREBON,0
7973,BALI,MAJALENGKA,0
7974,BALI,SUMEDANG,0
7975,BALI,INDRAMAYU,0
7976,BALI,SUBANG,0
7977,BALI,PURWAKARTA,0
7978,BALI,KARAWANG,0
7979,BALI,BEKASI,0
7980,BALI,BANDUNG BARAT,0
7981,BALI,PANGANDARAN,0
7982,BALI,KOTA BOGOR,0
7983,BALI,KOTA SUKABUMI,0
7984,BALI,KOTA BANDUNG,0
7985,BALI,KOTA CIREBON,0
7986,BALI,KOTA BEKASI,0
7987,BALI,KOTA DEPOK,0
7988,BALI,KOTA CIMAHI,0
7989,BALI,KOTA TASIKMALAYA,0
7990,BALI,KOTA BANJAR,0
7991,BALI,CILACAP,0
7992,BALI,BANYUMAS,0
7993,BALI,PURBALINGGA,0
7994,BALI,BANJARNEGARA,0
7995,BALI,KEBUMEN,0
7996,BALI,PURWOREJO,0
7997,BALI,WONOSOBO,0
7998,BALI,MAGELANG,0
7999,BALI,BOYOLALI,0
8000,BALI,KLATEN,0
8001,BALI,SUKOHARJO,0
8002,BALI,WONOGIRI,0
8003,BALI,KARANGANYAR,0
8004,BALI,SRAGEN,0
8005,BALI,GROBOGAN,0
8006,BALI,BLORA,0
8007,BALI,REMBANG,0
8008,BALI,PATI,0
8009,BALI,KUDUS,0
8010,BALI,JEPARA,0
8011,BALI,DEMAK,0
8012,BALI,SEMARANG,0
8013,BALI,TEMANGGUNG,0
8014,BALI,KENDAL,0
8015,BALI,BATANG,0
8016,BALI,PEKALONGAN,0
8017,BALI,PEMALANG,0
8018,BALI,TEGAL,0
8019,BALI,BREBES,0
8020,BALI,KOTA MAGELANG,0
8021,BALI,KOTA SURAKARTA,0
8022,BALI,KOTA SALATIGA,0
8023,BALI,KOTA SEMARANG,0
8024,BALI,KOTA PEKALONGAN,0
8025,BALI,KOTA TEGAL,0
8026,BALI,KULON PROGO,0
8027,BALI,BANTUL,0
8028,BALI,GUNUNG KIDUL,0
8029,BALI,SLEMAN,0
8030,BALI,KOTA YOGYAKARTA,0
8031,BALI,PACITAN,0
8032,BALI,PONOROGO,0
8033,BALI,TRENGGALEK,0
8034,BALI,TULUNGAGUNG,0
8035,BALI,BLITAR,0
8036,BALI,KEDIRI,0
8037,BALI,MALANG,0
8038,BALI,LUMAJANG,0
8039,BALI,JEMBER,0
8040,BALI,BANYUWANGI,0
8041,BALI,BONDOWOSO,0
8042,BALI,SITUBONDO,0
8043,BALI,PROBOLINGGO,0
8044,BALI,PASURUAN,0
8045,BALI,SIDOARJO,0
8046,BALI,MOJOKERTO,0
8047,BALI,JOMBANG,0
8048,BALI,NGANJUK,0
8049,BALI,MADIUN,0
8050,BALI,MAGETAN,0
8051,BALI,NGAWI,0
8052,BALI,BOJONEGORO,0
8053,BALI,TUBAN,0
8054,BALI,LAMONGAN,0
8055,BALI,GRESIK,0
8056,BALI,BANGKALAN,0
8057,BALI,SAMPANG,0
8058,BALI,PAMEKASAN,0
8059,BALI,SUMENEP,0
8060,BALI,KOTA KEDIRI,0
8061,BALI,KOTA BLITAR,0
8062,BALI,KOTA MALANG,0
8063,BALI,KOTA PROBOLINGGO,0
8064,BALI,KOTA PASURUAN,0
8065,BALI,KOTA MOJOKERTO,0
8066,BALI,KOTA MADIUN,0
8067,BALI,KOTA SURABAYA,0
8068,BALI,KOTA BATU,0
8069,BALI,PANDEGLANG,0
8070,BALI,LEBAK,0
8071,BALI,TANGERANG,0
8072,BALI,SERANG,0
8073,BALI,KOTA TANGERANG,0
8074,BALI,KOTA CILEGON,0
8075,BALI,KOTA SERANG,0
8076,BALI,KOTA TANGERANG SELATAN,0
8077,BALI,JEMBRANA,1356
8078,BALI,TABANAN,4763
8079,BALI,BADUNG,4043
8080,BALI,GIANYAR,5488
8081,BALI,KLUNGKUNG,2256
8082,BALI,BANGLI,1565
8083,BALI,KARANG ASEM,1075
8084,BALI,BULELENG,3329
8085,BALI,KOTA DENPASAR,14232
8086,BALI,LOMBOK BARAT,0
8087,BALI,LOMBOK TENGAH,0
8088,BALI,LOMBOK TIMUR,0
8089,BALI,SUMBAWA,0
8090,BALI,DOMPU,0
8091,BALI,BIMA,0
8092,BALI,SUMBAWA BARAT,0
8093,BALI,LOMBOK UTARA,0
8094,BALI,KOTA MATARAM,0
8095,BALI,KOTA BIMA,0
8096,BALI,SUMBA BARAT,0
8097,BALI,SUMBA TIMUR,0
8098,BALI,KUPANG,0
8099,BALI,TIMOR TENGAH SELATAN,0
8100,BALI,TIMOR TENGAH UTARA,0
8101,BALI,BELU,0
8102,BALI,ALOR,0
8103,BALI,LEMBATA,0
8104,BALI,FLORES TIMUR,0
8105,BALI,SIKKA,0
8106,BALI,ENDE,0
8107,BALI,NGADA,0
8108,BALI,MANGGARAI,0
8109,BALI,ROTE NDAO,0
8110,BALI,MANGGARAI BARAT,0
8111,BALI,SUMBA TENGAH,0
8112,BALI,SUMBA BARAT DAYA,0
8113,BALI,NAGEKEO,0
8114,BALI,SABU RAIJUA,0
8115,BALI,MALAKA,0
8116,BALI,KOTA KUPANG,0
8117,BALI,SAMBAS,0
8118,BALI,BENGKAYANG,0
8119,BALI,LANDAK,0
8120,BALI,MEMPAWAH,0
8121,BALI,SANGGAU,0
8122,BALI,KETAPANG,0
8123,BALI,SINTANG,0
8124,BALI,KAPUAS HULU,0
8125,BALI,SEKADAU,0
8126,BALI,MELAWI,0
8127,BALI,KAYONG UTARA,0
8128,BALI,KUBU RAYA,0
8129,BALI,KOTA PONTIANAK,0
8130,BALI,KOTA SINGKAWANG,0
8131,BALI,KOTAWARINGIN BARAT,0
8132,BALI,KOTAWARINGIN TIMUR,0
8133,BALI,KAPUAS,0
8134,BALI,BARITO SELATAN,0
8135,BALI,BARITO UTARA,0
8136,BALI,SUKAMARA,0
8137,BALI,LAMANDAU,0
8138,BALI,SERUYAN,0
8139,BALI,KATINGAN,0
8140,BALI,PULANG PISAU,0
8141,BALI,GUNUNG MAS,0
8142,BALI,BARITO TIMUR,0
8143,BALI,MURUNG RAYA,0
8144,BALI,KOTA PALANGKA RAYA,0
8145,BALI,TANAH LAUT,0
8146,BALI,KOTA BARU,0
8147,BALI,BANJAR,0
8148,BALI,BARITO KUALA,0
8149,BALI,TAPIN,0
8150,BALI,HULU SUNGAI SELATAN,0
8151,BALI,HULU SUNGAI TENGAH,0
8152,BALI,HULU SUNGAI UTARA,0
8153,BALI,TABALONG,0
8154,BALI,TANAH BUMBU,0
8155,BALI,BALANGAN,0
8156,BALI,KOTA BANJARMASIN,0
8157,BALI,KOTA BANJAR BARU,0
8158,BALI,PASER,0
8159,BALI,KUTAI BARAT,0
8160,BALI,KUTAI KARTANEGARA,0
8161,BALI,KUTAI TIMUR,0
8162,BALI,BERAU,0
8163,BALI,PENAJAM PASER UTARA,0
8164,BALI,KOTA BALIKPAPAN,0
8165,BALI,KOTA SAMARINDA,0
8166,BALI,KOTA BONTANG,0
8167,BALI,MALINAU,0
8168,BALI,BULUNGAN,0
8169,BALI,NUNUKAN,0
8170,BALI,KOTA TARAKAN,0
8171,BALI,BOLAANG MONGONDOW,0
8172,BALI,MINAHASA,0
8173,BALI,KEPULAUAN SANGIHE,0
8174,BALI,KEPULAUAN TALAUD,0
8175,BALI,MINAHASA SELATAN,0
8176,BALI,MINAHASA UTARA,0
8177,BALI,BOLAANG MONGONDOW UTARA,0
8178,BALI,SIAU TAGULANDANG BIAR,0
8179,BALI,MINAHASA TENGGARA,0
8180,BALI,BOLAANG MONGONDOW SELATAN,0
8181,BALI,KOTA MANADO,0
8182,BALI,KOTA BITUNG,0
8183,BALI,KOTA TOMOHON,0
8184,BALI,KOTA KOTAMOBAGU,0
8185,BALI,BANGGAI KEPULAUAN,0
8186,BALI,BANGGAI,0
8187,BALI,MOROWALI,0
8188,BALI,POSO,0
8189,BALI,DONGGALA,0
8190,BALI,TOLI-TOLI,0
8191,BALI,BUOL,0
8192,BALI,PARIGI MOUTONG,0
8193,BALI,TOJO UNA-UNA,0
8194,BALI,SIGI,0
8195,BALI,BANGGAI LAUT,0
8196,BALI,MOROWALI UTARA,0
8197,BALI,KOTA PALU,0
8198,BALI,KEPULAUAN SELAYAR,0
8199,BALI,BULUKUMBA,0
8200,BALI,BANTAENG,0
8201,BALI,JENEPONTO,0
8202,BALI,TAKALAR,0
8203,BALI,GOWA,0
8204,BALI,SINJAI,0
8205,BALI,MAROS,0
8206,BALI,PANGKAJENE KEPULAUAN,0
8207,BALI,BARRU,0
8208,BALI,BONE,0
8209,BALI,SOPPENG,0
8210,BALI,WAJO,0
8211,BALI,SIDENRENG RAPPANG,0
8212,BALI,PINRANG,0
8213,BALI,ENREKANG,0
8214,BALI,LUWU,0
8215,BALI,TANA TORAJA,0
8216,BALI,LUWU UTARA,0
8217,BALI,LUWU TIMUR,0
8218,BALI,TORAJA UTARA,0
8219,BALI,KOTA MAKASSAR,0
8220,BALI,KOTA PAREPARE,0
8221,BALI,KOTA PALOPO,0
8222,BALI,BUTON,0
8223,BALI,MUNA,0
8224,BALI,KONAWE,0
8225,BALI,Kolaka,0
8226,BALI,KONAWE SELATAN,0
8227,BALI,BOMBANA,0
8228,BALI,WAKATOBI,0
8229,BALI,KOLAKA UTARA,0
8230,BALI,BUTON UTARA,0
8231,BALI,KONAWE UTARA,0
8232,BALI,KOLAKA TIMUR,0
8233,BALI,MUNA BARAT,0
8234,BALI,BUTON TENGAH,0
8235,BALI,BUTON SELATAN,0
8236,BALI,KOTA KENDARI,0
8237,BALI,KOTA BAUBAU,0
8238,BALI,BOALEMO,0
8239,BALI,GORONTALO,0
8240,BALI,POHUWATO,0
8241,BALI,BONE BOLANGO,0
8242,BALI,GORONTALO UTARA,0
8243,BALI,KOTA GORONTALO,0
8244,BALI,MAJENE,0
8245,BALI,POLEWALI MANDAR,0
8246,BALI,MAMASA,0
8247,BALI,MAMUJU,0
8248,BALI,MAMUJU UTARA,0
8249,BALI,MAMUJU TENGAH,0
8250,BALI,MALUKU TENGGARA BARAT,0
8251,BALI,MALUKU TENGGARA,0
8252,BALI,MALUKU TENGAH,0
8253,BALI,BURU,0
8254,BALI,KEPULAUAN ARU,0
8255,BALI,SERAM BAGIAN BARAT,0
8256,BALI,SERAM BAGIAN TIMUR,0
8257,BALI,MALUKU BARAT DAYA,0
8258,BALI,BURU SELATAN,0
8259,BALI,KOTA AMBON,0
8260,BALI,KOTA TUAL,0
8261,BALI,HALMAHERA BARAT,0
8262,BALI,HALMAHERA TENGAH,0
8263,BALI,KEPULAUAN SULA,0
8264,BALI,HALMAHERA SELATAN,0
8265,BALI,HALMAHERA UTARA,0
8266,BALI,HALMAHERA TIMUR,0
8267,BALI,PULAU MOROTAI,0
8268,BALI,KOTA TERNATE,0
8269,BALI,KOTA TIDORE KEPULAUAN,0
8270,BALI,FAKFAK,0
8271,BALI,KAIMANA,0
8272,BALI,TELUK WONDAMA,0
8273,BALI,TELUK BINTUNI,0
8274,BALI,MANOKWARI,0
8275,BALI,SORONG SELATAN,0
8276,BALI,SORONG,0
8277,BALI,RAJA AMPAT,0
8278,BALI,KOTA SORONG,0
8279,BALI,MERAUKE,0
8280,BALI,JAYAWIJAYA,0
8281,BALI,JAYAPURA,0
8282,BALI,NABIRE,0
8283,BALI,KEPULAUAN YAPEN,0
8284,BALI,BIAK NUMFOR,0
8285,BALI,PANIAI,0
8286,BALI,PUNCAK JAYA,0
8287,BALI,MIMIKA,0
8288,BALI,BOVEN DIGOEL,0
8289,BALI,MAPPI,0
8290,BALI,ASMAT,0
8291,BALI,YAHUKIMO,0
8292,BALI,KEEROM,0
8293,BALI,SUPIORI,0
8294,BALI,LANNY JAYA,0
8295,BALI,KOTA JAYAPURA,0
8296,NUSA TENGGARA BARAT,SIMEULUE,0
8297,NUSA TENGGARA BARAT,ACEH SINGKIL,0
8298,NUSA TENGGARA BARAT,ACEH SELATAN,0
8299,NUSA TENGGARA BARAT,ACEH TENGGARA,0
8300,NUSA TENGGARA BARAT,ACEH TIMUR,0
8301,NUSA TENGGARA BARAT,ACEH TENGAH,0
8302,NUSA TENGGARA BARAT,ACEH BARAT,0
8303,NUSA TENGGARA BARAT,ACEH BESAR,0
8304,NUSA TENGGARA BARAT,PIDIE,0
8305,NUSA TENGGARA BARAT,BIREUEN,0
8306,NUSA TENGGARA BARAT,ACEH UTARA,0
8307,NUSA TENGGARA BARAT,ACEH BARAT DAYA,0
8308,NUSA TENGGARA BARAT,GAYO LUES,0
8309,NUSA TENGGARA BARAT,ACEH TAMIANG,0
8310,NUSA TENGGARA BARAT,NAGAN RAYA,0
8311,NUSA TENGGARA BARAT,ACEH JAYA,0
8312,NUSA TENGGARA BARAT,BENER MERIAH,0
8313,NUSA TENGGARA BARAT,PIDIE JAYA,0
8314,NUSA TENGGARA BARAT,KOTA BANDA ACEH,0
8315,NUSA TENGGARA BARAT,KOTA SABANG,0
8316,NUSA TENGGARA BARAT,KOTA LANGSA,0
8317,NUSA TENGGARA BARAT,KOTA LHOKSEUMAWE,0
8318,NUSA TENGGARA BARAT,KOTA SUBULUSSALAM,0
8319,NUSA TENGGARA BARAT,NIAS,0
8320,NUSA TENGGARA BARAT,MANDAILING NATAL,0
8321,NUSA TENGGARA BARAT,TAPANULI SELATAN,0
8322,NUSA TENGGARA BARAT,TAPANULI TENGAH,0
8323,NUSA TENGGARA BARAT,TAPANULI UTARA,0
8324,NUSA TENGGARA BARAT,TOBA SAMOSIR,0
8325,NUSA TENGGARA BARAT,LABUHAN BATU,0
8326,NUSA TENGGARA BARAT,ASAHAN,0
8327,NUSA TENGGARA BARAT,SIMALUNGUN,0
8328,NUSA TENGGARA BARAT,DAIRI,0
8329,NUSA TENGGARA BARAT,KARO,0
8330,NUSA TENGGARA BARAT,DELI SERDANG,0
8331,NUSA TENGGARA BARAT,LANGKAT,0
8332,NUSA TENGGARA BARAT,HUMBANG HASUNDUTAN,0
8333,NUSA TENGGARA BARAT,PAKPAK BHARAT,0
8334,NUSA TENGGARA BARAT,SAMOSIR,0
8335,NUSA TENGGARA BARAT,SERDANG BEDAGAI,0
8336,NUSA TENGGARA BARAT,BATU BARA,0
8337,NUSA TENGGARA BARAT,PADANG LAWAS UTARA,0
8338,NUSA TENGGARA BARAT,PADANG LAWAS,0
8339,NUSA TENGGARA BARAT,LABUHAN BATU SELATAN,0
8340,NUSA TENGGARA BARAT,LABUHAN BATU UTARA,0
8341,NUSA TENGGARA BARAT,KOTA SIBOLGA,0
8342,NUSA TENGGARA BARAT,KOTA TANJUNG BALAI,0
8343,NUSA TENGGARA BARAT,KOTA PEMATANG SIANTAR,0
8344,NUSA TENGGARA BARAT,KOTA TEBING TINGGI,0
8345,NUSA TENGGARA BARAT,KOTA MEDAN,0
8346,NUSA TENGGARA BARAT,KOTA BINJAI,0
8347,NUSA TENGGARA BARAT,KOTA PADANGSIDIMPUAN,0
8348,NUSA TENGGARA BARAT,KOTA GUNUNGSITOLI,0
8349,NUSA TENGGARA BARAT,KEPULAUAN MENTAWAI,0
8350,NUSA TENGGARA BARAT,PESISIR SELATAN,0
8351,NUSA TENGGARA BARAT,SOLOK,0
8352,NUSA TENGGARA BARAT,SIJUNJUNG,0
8353,NUSA TENGGARA BARAT,TANAH DATAR,0
8354,NUSA TENGGARA BARAT,PADANG PARIAMAN,0
8355,NUSA TENGGARA BARAT,AGAM,0
8356,NUSA TENGGARA BARAT,LIMA PULUH KOTA,0
8357,NUSA TENGGARA BARAT,PASAMAN,0
8358,NUSA TENGGARA BARAT,SOLOK SELATAN,0
8359,NUSA TENGGARA BARAT,DHARMASRAYA,0
8360,NUSA TENGGARA BARAT,PASAMAN BARAT,0
8361,NUSA TENGGARA BARAT,KOTA PADANG,0
8362,NUSA TENGGARA BARAT,KOTA SOLOK,0
8363,NUSA TENGGARA BARAT,KOTA SAWAH LUNTO,0
8364,NUSA TENGGARA BARAT,KOTA PADANG PANJANG,0
8365,NUSA TENGGARA BARAT,KOTA BUKITTINGGI,0
8366,NUSA TENGGARA BARAT,KOTA PAYAKUMBUH,0
8367,NUSA TENGGARA BARAT,KOTA PARIAMAN,0
8368,NUSA TENGGARA BARAT,KUANTAN SINGINGI,0
8369,NUSA TENGGARA BARAT,INDRAGIRI HULU,0
8370,NUSA TENGGARA BARAT,INDRAGIRI HILIR,0
8371,NUSA TENGGARA BARAT,PELALAWAN,0
8372,NUSA TENGGARA BARAT,SIAK,0
8373,NUSA TENGGARA BARAT,KAMPAR,0
8374,NUSA TENGGARA BARAT,ROKAN HULU,0
8375,NUSA TENGGARA BARAT,BENGKALIS,0
8376,NUSA TENGGARA BARAT,ROKAN HILIR,0
8377,NUSA TENGGARA BARAT,KEPULAUAN MERANTI,0
8378,NUSA TENGGARA BARAT,KOTA PEKANBARU,0
8379,NUSA TENGGARA BARAT,KOTA DUMAI,0
8380,NUSA TENGGARA BARAT,MERANGIN,0
8381,NUSA TENGGARA BARAT,SAROLANGUN,0
8382,NUSA TENGGARA BARAT,BATANG HARI,0
8383,NUSA TENGGARA BARAT,MUARO JAMBI,0
8384,NUSA TENGGARA BARAT,TANJUNG JABUNG TIMUR,0
8385,NUSA TENGGARA BARAT,TANJUNG JABUNG BARAT,0
8386,NUSA TENGGARA BARAT,TEBO,0
8387,NUSA TENGGARA BARAT,BUNGO,0
8388,NUSA TENGGARA BARAT,KOTA JAMBI,0
8389,NUSA TENGGARA BARAT,KOTA SUNGAI PENUH,0
8390,NUSA TENGGARA BARAT,OGAN KOMERING ULU,0
8391,NUSA TENGGARA BARAT,OGAN KOMERING ILIR,0
8392,NUSA TENGGARA BARAT,MUARA ENIM,0
8393,NUSA TENGGARA BARAT,LAHAT,0
8394,NUSA TENGGARA BARAT,MUSI RAWAS,0
8395,NUSA TENGGARA BARAT,MUSI BANYUASIN,0
8396,NUSA TENGGARA BARAT,BANYUASIN,0
8397,NUSA TENGGARA BARAT,OGAN KOMERING ULU SELATAN,0
8398,NUSA TENGGARA BARAT,OGAN KOMERING ULU TIMUR,0
8399,NUSA TENGGARA BARAT,OGAN ILIR,0
8400,NUSA TENGGARA BARAT,EMPAT LAWANG,0
8401,NUSA TENGGARA BARAT,PENUKAL ABAB LEMATANG ILIR,0
8402,NUSA TENGGARA BARAT,MUSI RAWAS UTARA,0
8403,NUSA TENGGARA BARAT,KOTA PALEMBANG,0
8404,NUSA TENGGARA BARAT,KOTA PRABUMULIH,0
8405,NUSA TENGGARA BARAT,KOTA PAGAR ALAM,0
8406,NUSA TENGGARA BARAT,KOTA LUBUKLINGGAU,0
8407,NUSA TENGGARA BARAT,BENGKULU SELATAN,0
8408,NUSA TENGGARA BARAT,REJANG LEBONG,0
8409,NUSA TENGGARA BARAT,BENGKULU UTARA,0
8410,NUSA TENGGARA BARAT,KAUR,0
8411,NUSA TENGGARA BARAT,SELUMA,0
8412,NUSA TENGGARA BARAT,MUKOMUKO,0
8413,NUSA TENGGARA BARAT,LEBONG,0
8414,NUSA TENGGARA BARAT,KEPAHIANG,0
